Id,LotFrontage,LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,YrSold,SalePrice
980,80,8816,1963,1963,1121,1121,0,1121,1,0,1,0,3,1,5,0,2,480,Y,0,80,2009,139000
981,NA,12122,1961,2007,944,999,0,999,1,0,1,0,3,1,6,0,2,588,Y,144,76,2008,178400
982,98,12203,1998,1999,1225,1276,1336,2612,1,0,2,1,4,1,8,1,3,676,Y,250,0,2009,336000
983,43,3182,2007,2007,1266,1266,0,1266,0,0,2,0,2,1,6,1,2,388,Y,100,16,2008,159895
984,NA,11250,2002,2002,1128,1149,1141,2290,0,0,2,1,4,1,9,1,2,779,Y,0,0,2008,255900
985,75,10125,1977,1977,0,1302,432,1734,0,0,2,0,4,2,8,0,2,539,Y,0,0,2009,126000
986,68,10880,1950,1950,1164,1164,0,1164,1,0,1,0,3,1,5,0,1,240,Y,0,48,2008,125000
987,59,5310,1910,2003,485,1001,634,1635,0,0,1,0,2,1,5,0,1,255,Y,394,0,2006,117000
988,83,10159,2009,2010,1930,1940,0,1940,1,0,2,1,3,1,8,1,3,606,Y,168,95,2010,395192
989,NA,12046,1976,1976,848,1118,912,2030,0,0,2,1,4,1,8,1,2,551,Y,0,224,2007,195000
990,65,8125,2006,2006,770,778,798,1576,0,0,2,1,3,1,6,0,2,614,Y,0,50,2006,197000
991,82,9452,1997,1998,1396,1407,985,2392,1,0,2,1,3,1,7,1,3,870,Y,0,70,2006,348000
992,121,17671,1882,1986,916,916,826,1742,0,0,1,1,4,1,8,1,2,424,P,0,169,2009,168000
993,80,9760,1964,1993,822,1020,831,1851,0,0,2,1,3,1,7,1,2,440,Y,239,42,2007,187000
994,68,8846,2005,2006,750,750,750,1500,0,0,2,1,3,1,6,0,2,564,Y,0,35,2006,173900
995,96,12456,2006,2007,1700,1718,0,1718,1,0,2,0,3,1,7,1,3,786,Y,216,48,2009,337500
996,51,4712,1946,1950,747,774,456,1230,1,0,1,1,3,1,5,0,1,305,Y,0,57,2006,121600
997,NA,10659,1961,1961,1050,1050,0,1050,1,0,1,0,3,1,6,0,1,368,Y,0,319,2006,136500
998,NA,11717,1970,1970,1442,1442,0,1442,0,0,2,0,2,1,6,1,2,615,Y,371,0,2009,185000
999,60,9786,1922,1950,1007,1077,0,1077,0,0,1,0,3,1,6,1,1,210,P,0,100,2006,91000
1000,64,6762,2006,2006,1187,1208,0,1208,1,0,2,0,2,1,6,0,2,632,Y,105,61,2010,206000
1001,74,10206,1952,1952,0,944,0,944,0,0,1,0,2,1,4,0,2,528,Y,0,0,2009,82000
1002,60,5400,1920,1950,691,691,0,691,0,0,1,0,2,1,4,0,1,216,N,0,20,2007,86000
1003,75,11957,2006,2006,1574,1574,0,1574,0,0,2,0,3,1,7,1,3,824,Y,144,104,2008,232000
1004,NA,11500,1976,1976,1680,1680,0,1680,0,0,2,0,4,2,8,0,2,528,Y,0,0,2007,136905
1005,43,3182,2005,2006,1346,1504,0,1504,0,0,2,0,1,1,7,1,2,457,Y,156,0,2009,181000
1006,65,8385,1977,1977,985,985,0,985,0,0,2,0,3,1,6,0,1,328,Y,210,0,2008,149900
1007,NA,12155,1970,1970,1657,1657,0,1657,0,1,2,0,3,1,7,1,2,484,Y,0,0,2007,163500
1008,21,2217,1970,1970,546,546,546,1092,0,0,1,1,3,1,6,0,1,286,Y,238,0,2009,88000
1009,43,12118,2004,2005,1710,1710,0,1710,0,0,2,0,3,1,7,1,2,550,Y,100,48,2009,240000
1010,60,6000,1926,1950,1008,1008,0,1522,0,0,2,0,4,1,7,0,0,0,P,0,0,2006,102000
1011,115,21286,1948,1950,720,720,551,1271,0,0,2,0,4,1,7,1,1,312,Y,0,0,2008,135000
1012,75,9825,1965,1965,0,1664,0,1664,0,0,2,0,4,2,8,0,0,0,Y,0,0,2010,100000
1013,55,10592,1923,1996,602,900,602,1502,0,0,1,1,3,1,7,2,1,180,Y,96,0,2007,165000
1014,60,7200,1910,2006,1022,1022,0,1022,1,0,1,0,2,1,4,0,1,280,Y,0,30,2009,85000
1015,60,11664,1948,1950,1082,1082,0,1082,0,0,1,0,2,1,5,1,1,240,Y,0,130,2007,119200
1016,70,8400,2001,2001,810,810,855,1665,1,0,2,1,3,1,6,0,2,528,Y,0,45,2009,227000
1017,73,11883,1996,1996,1504,1504,0,1504,1,0,2,0,3,1,6,1,2,478,Y,115,66,2009,203000
1018,NA,5814,1984,1984,1220,1360,0,1360,1,0,1,0,1,1,4,1,2,565,Y,63,0,2009,187500
1019,NA,10784,1991,1992,384,802,670,1472,0,0,2,1,3,1,7,1,2,402,Y,164,0,2007,160000
1020,43,3013,2005,2005,1362,1506,0,1506,0,0,2,0,2,1,6,1,2,440,Y,142,20,2006,213490
1021,60,7024,2005,2005,1132,1132,0,1132,1,0,1,1,2,1,5,0,2,451,Y,252,64,2008,176000
1022,64,7406,2006,2006,1199,1220,0,1220,1,0,2,0,2,1,6,0,2,632,Y,105,54,2006,194000
1023,52,9439,1930,1950,912,912,336,1248,0,0,1,0,2,1,6,0,1,160,Y,0,0,2007,87000
1024,43,3182,2005,2006,1346,1504,0,1504,0,0,2,0,2,1,7,1,2,437,Y,156,20,2008,191000
1025,NA,15498,1976,1976,1565,2898,0,2898,1,0,2,0,2,1,10,1,2,665,Y,0,72,2008,287000
1026,70,7700,1972,1972,882,882,0,882,1,0,1,0,3,1,5,0,2,461,Y,96,0,2007,112500
1027,73,9300,1960,1960,1268,1264,0,1264,1,0,1,0,3,1,6,2,2,461,Y,0,0,2010,167500
1028,71,9520,2007,2008,1638,1646,0,1646,1,0,2,0,3,1,7,1,3,800,Y,192,44,2008,293077
1029,79,9492,1941,1950,768,968,408,1376,1,0,1,0,3,1,6,1,1,240,Y,0,0,2007,105000
1030,21,1680,1972,1972,672,672,546,1218,0,1,1,1,3,1,7,0,1,264,Y,0,28,2006,118000
1031,NA,7082,1916,1995,686,948,980,1928,0,0,2,0,5,2,10,0,0,0,N,0,0,2006,160000
1032,102,15863,1920,1970,824,1687,998,3082,1,0,2,1,5,1,12,2,2,672,Y,136,63,2009,197000
1033,NA,14541,1993,1993,1338,1352,1168,2520,1,0,2,1,5,1,10,1,3,796,Y,209,55,2006,310000
1034,NA,8125,2002,2002,1654,1654,0,1654,1,0,2,0,3,1,6,0,3,900,Y,0,136,2006,230000
1035,50,6305,1938,1950,920,954,0,954,0,0,1,0,2,1,5,1,1,240,Y,0,0,2007,119750
1036,NA,11500,1957,1957,0,845,0,845,0,0,1,0,3,1,5,0,1,290,N,186,0,2009,84000
1037,89,12898,2007,2008,1620,1620,0,1620,1,0,2,0,2,1,6,1,3,912,Y,228,0,2009,315500
1038,NA,9240,2001,2002,1055,1055,1208,2263,0,0,2,1,3,1,7,1,2,905,Y,0,45,2008,287000
1039,21,1533,1970,2008,546,798,546,1344,0,0,1,1,3,1,6,1,0,0,Y,0,0,2009,97000
1040,21,1477,1970,1970,630,630,0,630,1,0,1,0,1,1,3,0,1,286,Y,0,0,2009,80000
1041,88,13125,1957,2000,1134,1803,0,1803,1,0,2,0,3,1,8,1,2,484,Y,0,0,2006,155000
1042,NA,9130,1966,2000,800,800,832,1632,0,1,1,1,4,1,7,0,2,484,Y,0,40,2008,173000
1043,34,5381,2005,2005,1306,1306,0,1306,1,0,2,0,1,1,5,1,2,624,Y,170,63,2009,196000
1044,86,11839,1990,1990,1475,1532,797,2329,1,0,2,1,4,1,10,1,2,514,Y,192,121,2008,262280
1045,80,9600,1981,1981,2524,2524,0,2524,1,0,2,1,4,1,9,1,2,542,Y,474,120,2009,278000
1046,NA,13680,1955,1955,0,1733,0,1733,0,0,2,0,4,1,8,1,2,452,Y,0,0,2009,139600
1047,85,16056,2005,2006,1992,1992,876,2868,0,0,3,1,4,1,11,1,3,716,Y,214,108,2006,556581
1048,57,9245,1994,1995,990,990,0,990,0,1,1,0,3,1,5,0,2,672,Y,0,0,2008,145000
1049,100,21750,1960,2006,0,1771,0,1771,0,0,1,0,3,1,9,1,2,336,Y,0,0,2009,115000
1050,60,11100,1946,2006,0,930,0,930,0,0,1,0,2,1,6,0,1,308,Y,0,0,2010,84900
1051,73,8993,2007,2007,1302,1302,0,1302,0,0,2,0,3,1,6,0,2,436,Y,0,22,2007,176485
1052,103,11175,2007,2007,1316,1316,0,1316,0,0,2,0,3,1,6,1,2,440,Y,0,20,2007,200141
1053,100,9500,1964,1978,816,1127,850,1977,0,1,1,1,4,1,9,1,2,540,Y,0,52,2007,165000
1054,68,8562,1957,2002,1216,1526,0,1526,0,0,1,0,4,1,7,1,1,364,Y,116,78,2010,144500
1055,90,11367,2002,2002,1065,1091,898,1989,1,0,2,1,3,1,7,1,2,586,Y,199,60,2006,255000
1056,104,11361,1976,1976,1193,1523,0,1523,0,1,2,0,3,1,7,1,2,478,Y,0,0,2008,180000
1057,43,7052,2005,2005,1364,1364,0,1364,1,0,2,0,2,1,6,1,2,484,Y,192,36,2006,185850
1058,NA,29959,1994,1994,973,979,871,1850,0,0,2,1,3,1,7,1,2,467,Y,168,98,2009,248000
1059,96,11308,2008,2008,1104,1130,1054,2184,1,0,2,1,3,1,10,1,3,836,Y,0,102,2009,335000
1060,NA,11275,1932,1950,854,1096,895,1991,0,0,1,1,3,1,7,1,2,432,Y,0,0,2007,220000
1061,41,4920,2001,2001,1338,1338,0,1338,1,0,2,0,2,1,6,0,2,582,Y,0,0,2010,213500
1062,120,18000,1935,1950,894,894,0,894,0,0,1,0,2,1,6,0,3,1248,Y,0,20,2008,81000
1063,85,13600,1900,1950,662,1422,915,2337,0,0,2,0,5,2,10,0,2,560,Y,0,57,2007,90000
1064,50,6000,1925,1980,1103,1103,0,1103,0,0,1,0,2,1,5,1,2,440,Y,166,120,2006,110500
1065,NA,11000,1966,1966,1154,1154,0,1154,0,0,1,1,3,1,6,1,2,480,Y,0,58,2009,154000
1066,80,14000,1996,1997,1306,1306,954,2260,1,0,2,1,3,1,7,0,2,533,Y,296,44,2010,328000
1067,59,7837,1993,1994,799,799,772,1571,0,0,2,1,3,1,7,1,2,380,Y,0,40,2009,178000
1068,80,9760,1964,1964,780,798,813,1611,1,0,1,1,4,1,7,0,2,442,Y,328,128,2008,167900
1069,42,3964,1973,1973,942,1291,1230,2521,1,0,2,1,5,1,10,1,2,576,Y,728,20,2006,151400
1070,60,9600,1949,2003,845,893,0,893,0,1,1,0,2,1,4,0,2,576,Y,0,0,2007,135000
1071,72,10152,1956,1956,1048,1048,0,1048,1,0,1,0,3,1,6,0,1,286,Y,0,20,2007,135000
1072,78,11700,1968,1968,727,829,727,1556,0,0,1,1,4,1,8,0,2,441,Y,0,0,2009,154000
1073,50,7585,1948,1950,810,1002,454,1456,1,1,1,0,4,1,7,1,1,280,P,0,0,2006,91500
1074,75,7950,1977,1977,690,698,728,1426,0,0,1,1,3,1,6,0,2,440,Y,252,0,2009,159500
1075,74,8556,2006,2006,1240,1240,0,1240,0,0,2,0,2,1,5,0,3,826,Y,140,93,2007,194000
1076,75,13125,1940,1984,800,960,780,1740,0,0,1,1,3,1,6,2,1,240,Y,0,0,2007,219500
1077,60,10800,1936,1989,796,1096,370,1466,0,1,2,0,3,1,7,1,2,566,Y,436,21,2006,170000
1078,NA,15870,1969,1969,1096,1096,0,1096,1,0,1,0,3,1,6,0,1,299,Y,240,32,2006,138800
1079,37,4435,2004,2004,848,848,0,848,1,0,1,0,1,1,3,1,2,420,Y,140,0,2006,155900
1080,65,8775,1994,1994,990,990,0,990,0,0,1,0,3,1,5,0,1,299,Y,0,64,2007,126000
1081,80,11040,1971,2004,1258,1258,0,1258,0,1,2,0,3,1,5,0,2,528,Y,55,0,2008,145000
1082,75,7500,1963,1963,1040,1040,0,1040,1,0,1,1,3,1,5,0,1,308,Y,0,0,2010,133000
1083,70,8749,2002,2002,1459,1459,0,1459,0,0,2,0,3,1,6,1,2,527,Y,192,39,2007,192000
1084,80,8800,1964,1964,1251,1251,0,1251,1,0,1,0,3,1,6,2,1,461,Y,0,116,2006,160000
1085,NA,13031,1995,1996,691,691,807,1498,0,0,2,1,3,1,6,1,2,409,Y,315,44,2006,187500
1086,73,9069,1992,1992,936,996,0,996,1,0,1,0,2,1,5,0,2,564,Y,120,0,2010,147000
1087,NA,1974,1973,1973,546,546,546,1092,0,0,1,1,3,1,6,0,1,286,Y,120,96,2010,83500
1088,85,10574,2005,2006,1082,1082,871,1953,0,0,2,1,3,1,9,1,3,1043,Y,160,50,2009,252000
1089,24,2522,2004,2004,970,970,739,1709,0,0,2,0,3,1,7,0,2,380,Y,0,40,2006,137500
1090,37,3316,2005,2005,1247,1247,0,1247,1,0,1,1,1,1,4,1,2,550,Y,0,84,2006,197000
1091,60,8544,1950,1950,0,1040,0,1040,0,0,2,0,2,2,6,0,2,400,Y,0,0,2009,92900
1092,24,2160,1999,2000,600,624,628,1252,1,0,2,1,2,1,4,0,2,462,Y,0,48,2008,160000
1093,60,8400,1925,1950,1181,1390,304,1694,0,0,2,0,4,1,7,1,2,576,Y,342,0,2008,136500
1094,71,9230,1965,1998,864,1200,0,1200,1,0,1,1,1,1,6,0,2,884,Y,0,64,2006,146000
1095,74,5868,1956,2000,936,936,0,936,1,0,1,0,2,1,4,0,1,308,Y,0,0,2010,129000
1096,78,9317,2006,2006,1314,1314,0,1314,0,0,2,0,3,1,6,1,2,440,Y,0,22,2007,176432
1097,60,6882,1914,2006,684,773,582,1355,0,0,1,1,3,1,7,0,0,0,Y,136,0,2007,127000
1098,NA,3696,1986,1986,1074,1088,0,1088,0,0,1,1,2,1,5,0,2,461,Y,0,74,2007,170000
1099,50,6000,1936,1950,672,757,567,1324,0,0,1,0,3,1,6,0,1,240,Y,0,0,2009,128000
1100,82,11880,1978,1978,1271,1601,0,1601,0,0,2,0,3,1,7,1,2,478,Y,0,0,2009,157000
1101,60,8400,1920,1950,290,438,0,438,0,0,1,0,1,1,3,0,1,246,N,0,0,2009,60000
1102,61,9758,1971,1971,950,950,0,950,0,0,1,0,3,1,5,0,1,280,Y,0,0,2007,119500
1103,70,7000,1960,2002,1010,1134,0,1134,0,0,1,0,2,1,6,0,1,254,Y,0,16,2007,135000
1104,79,8910,1959,1959,655,1194,0,1194,0,1,1,0,3,1,6,1,2,539,Y,0,0,2006,159500
1105,24,2016,1970,1970,630,630,672,1302,0,0,2,1,3,1,6,0,2,440,Y,0,0,2007,106000
1106,98,12256,1994,1995,1463,1500,1122,2622,1,0,2,1,3,1,9,2,2,712,Y,186,32,2010,325000
1107,114,10357,1990,1991,910,1442,0,1442,1,0,2,0,3,1,6,1,2,719,Y,0,244,2007,179900
1108,168,23257,2006,2006,868,887,1134,2021,0,0,2,1,3,1,9,1,2,422,Y,0,100,2006,274725
1109,NA,8063,2000,2000,924,948,742,1690,0,0,2,1,3,1,7,1,2,463,Y,100,48,2007,181000
1110,107,11362,2004,2005,1836,1836,0,1836,1,0,2,0,3,1,7,1,3,862,Y,125,185,2009,280000
1111,NA,8000,1995,1996,773,773,885,1658,1,0,2,1,3,1,8,1,2,431,Y,224,84,2008,188000
1112,80,10480,1976,1976,803,1098,866,1964,0,0,2,1,4,1,8,1,2,483,Y,0,69,2008,205000
1113,73,7100,1957,1957,816,816,0,816,1,0,1,0,2,1,5,0,1,308,Y,0,0,2006,129900
1114,66,8923,1953,2006,1008,1008,0,1008,1,0,1,0,2,1,6,0,1,240,Y,0,18,2007,134500
1115,90,5400,1954,2000,833,833,0,833,0,0,1,0,2,1,4,0,1,326,Y,0,0,2006,117000
1116,93,12085,2007,2007,1734,1734,0,1734,1,0,2,0,3,1,7,1,3,928,Y,0,0,2007,318000
1117,NA,7750,2002,2002,408,779,640,1419,1,0,2,1,3,1,7,1,2,527,Y,120,0,2009,184100
1118,57,9764,1967,2003,894,894,0,894,1,0,1,0,3,1,5,0,2,450,Y,0,0,2008,130000
1119,85,13825,1958,1987,533,1021,580,1601,0,1,1,0,3,1,6,0,1,300,Y,280,34,2008,140000
1120,70,7560,1959,1959,1040,1040,0,1040,0,0,1,0,3,1,6,0,1,286,Y,140,0,2006,133700
1121,59,8263,1920,1950,1012,1012,0,1012,0,0,1,0,2,1,6,1,1,308,Y,0,22,2007,118400
1122,84,10084,2005,2006,1552,1552,0,1552,0,0,2,0,3,1,7,0,3,782,Y,144,20,2006,212900
1123,NA,8926,1956,1956,672,960,0,960,0,0,1,0,3,1,5,0,1,288,Y,64,0,2009,112000
1124,50,9405,1947,2008,698,698,0,698,0,1,1,0,2,1,4,0,0,0,Y,0,200,2009,118000
1125,NA,9125,1992,1992,384,812,670,1482,0,0,2,1,3,1,7,1,2,392,Y,100,25,2007,163900
1126,60,10434,1955,1955,1005,1005,0,1005,0,0,1,0,2,1,5,1,2,672,Y,0,0,2009,115000
1127,53,3684,2007,2007,1373,1555,0,1555,0,0,2,0,2,1,7,1,3,660,Y,143,20,2009,174000
1128,182,14572,2004,2004,1530,1530,0,1530,1,0,2,0,3,1,7,1,3,630,Y,144,36,2007,259000
1129,59,11796,2004,2005,847,847,1112,1959,0,0,2,1,4,1,8,1,2,434,Y,100,48,2007,215000
1130,60,7200,1980,1980,936,936,0,936,1,0,1,0,2,1,4,0,2,672,Y,49,0,2007,140000
1131,65,7804,1928,1950,1122,1328,653,1981,1,0,2,0,4,1,7,2,2,576,Y,431,44,2009,135000
1132,63,10712,1991,1992,974,974,0,974,0,0,1,0,3,1,5,0,0,0,Y,0,28,2007,93500
1133,90,9900,1880,1950,1008,1178,1032,2210,0,0,2,0,5,1,8,0,1,205,N,0,48,2007,117500
1134,80,9828,1995,1995,1128,1142,878,2020,0,0,2,1,3,1,8,1,2,466,Y,0,155,2009,239500
1135,57,8773,1997,1997,916,916,684,1600,0,0,2,1,3,1,7,1,2,460,Y,100,38,2007,169000
1136,60,6180,1926,1950,960,986,0,986,0,0,1,0,2,1,5,1,1,180,Y,0,128,2007,102000
1137,80,9600,1950,1950,1032,1032,220,1252,0,0,1,0,3,1,6,0,1,288,Y,0,0,2008,119000
1138,54,6342,1875,1996,780,780,240,1020,0,0,1,0,2,1,6,0,0,0,N,0,0,2010,94000
1139,NA,9819,1977,1977,1567,1567,0,1567,1,0,2,0,2,1,5,2,2,714,Y,264,32,2009,196000
1140,98,8731,1920,1950,915,1167,0,1167,0,0,1,0,3,1,6,1,2,495,Y,0,0,2007,144000
1141,60,7350,1951,1951,952,952,0,952,1,0,1,0,2,1,4,0,2,840,Y,0,0,2008,139000
1142,NA,10304,1976,1976,780,1088,780,1868,1,0,2,1,4,1,9,1,2,484,Y,448,96,2009,197500
1143,77,9965,2006,2007,1466,1466,1362,2828,1,0,3,0,4,1,11,1,3,1052,Y,125,144,2007,424870
1144,NA,9000,1959,1959,1006,1006,0,1006,0,0,1,0,3,1,5,0,0,0,Y,0,24,2008,80000
1145,60,12180,1941,1950,672,672,252,924,1,0,1,0,2,1,5,0,1,280,Y,0,0,2010,80000
1146,52,6240,1928,1950,1042,1042,534,1576,0,0,1,0,3,1,8,1,1,225,Y,0,0,2006,149000
1147,NA,11200,1985,1985,1298,1298,0,1298,1,0,2,0,3,1,5,1,2,403,Y,165,26,2006,180000
1148,75,12000,1941,1950,704,860,704,1564,0,0,1,1,3,1,7,1,1,234,Y,0,0,2009,174500
1149,NA,5700,1926,1950,572,572,539,1111,0,0,1,0,2,1,5,1,1,288,Y,0,0,2008,116900
1150,50,9000,1920,1988,650,832,650,1482,0,1,1,0,3,1,7,0,2,324,Y,0,0,2009,143000
1151,57,8280,1950,1950,932,932,0,932,0,0,1,0,2,1,4,1,1,306,Y,0,0,2007,124000
1152,134,17755,1959,1959,1466,1466,0,1466,0,0,1,1,3,1,6,2,2,528,Y,0,140,2006,149900
1153,90,14115,1956,2004,1073,1811,0,1811,0,0,1,0,2,1,6,1,2,470,Y,0,0,2006,230000
1154,NA,5890,1930,2007,816,816,0,816,0,0,1,0,2,1,5,0,1,432,Y,0,0,2008,120500
1155,NA,13700,1965,1988,864,902,918,1820,0,0,1,2,4,1,8,2,2,492,Y,60,84,2008,201800
1156,90,10768,1976,2004,1437,1437,0,1437,1,0,2,0,3,1,6,1,2,528,Y,0,21,2007,218000
1157,85,9350,1965,1999,1219,1265,0,1265,0,1,2,0,3,1,6,1,2,502,Y,0,92,2008,179900
1158,34,5001,2007,2008,1314,1314,0,1314,1,0,2,0,2,1,6,1,2,626,Y,172,62,2009,230000
1159,92,11932,2007,2008,1580,1580,0,1580,0,0,2,0,3,1,7,0,3,830,Y,0,24,2008,235128
1160,76,9120,1974,1974,901,943,933,1876,0,0,2,1,4,1,8,1,2,540,Y,0,69,2008,185000
1161,24,2280,1978,1978,855,855,601,1456,0,0,2,1,3,1,7,1,2,440,Y,26,0,2010,146000
1162,NA,14778,1954,2006,1296,1640,0,1640,1,0,1,0,3,1,7,1,2,924,Y,108,0,2008,224000
1163,109,8724,1968,1968,894,894,0,894,0,0,1,0,3,1,5,1,2,450,Y,0,0,2007,129000
1164,60,12900,1969,1969,1198,1258,0,1258,2,0,0,2,0,2,6,0,2,400,Y,120,0,2008,108959
1165,NA,16157,1978,1978,1360,1432,0,1432,1,0,1,1,2,1,5,1,2,588,Y,168,180,2007,194000
1166,79,9541,2009,2009,1502,1502,0,1502,0,0,2,0,3,1,7,0,2,644,Y,0,114,2009,233170
1167,64,10475,2008,2008,1694,1694,0,1694,0,0,2,0,3,1,7,0,3,776,Y,160,33,2010,245350
1168,58,10852,2000,2000,959,959,712,1671,1,0,2,1,3,1,7,1,2,472,Y,0,38,2006,173000
1169,120,13728,1935,1986,1127,1236,872,2108,0,0,2,0,4,1,7,2,2,540,Y,0,0,2008,235000
1170,118,35760,1995,1996,1930,1831,1796,3627,1,0,3,1,4,1,10,1,3,807,Y,361,76,2006,625000
1171,76,9880,1977,1977,1096,1118,0,1118,1,0,1,0,3,1,6,1,1,358,Y,203,0,2008,171000
1172,76,9120,1958,1958,1261,1261,0,1261,1,0,1,0,3,1,6,1,2,433,Y,0,0,2008,163000
1173,35,4017,2006,2007,625,625,625,1250,0,0,2,1,2,1,5,0,2,625,Y,0,54,2008,171900
1174,138,18030,1946,1994,1598,1636,971,3086,0,0,3,0,3,1,12,1,0,0,Y,122,0,2007,200500
1175,80,16560,1932,1950,952,1170,1175,2345,0,0,2,1,4,1,9,1,2,360,Y,0,0,2006,239000
1176,85,10678,1992,2000,1683,2129,743,2872,0,0,2,1,4,1,9,1,2,541,Y,0,33,2007,285000
1177,37,6951,1984,1985,876,923,0,923,1,0,1,0,3,1,5,0,1,264,Y,362,0,2008,119500
1178,NA,3950,1926,2004,818,818,406,1224,0,0,1,0,3,1,5,0,1,210,N,0,0,2009,115000
1179,54,7681,1921,1950,731,820,523,1343,0,0,1,1,3,1,7,1,1,186,Y,192,0,2009,154900
1180,77,8335,1954,1954,0,1124,0,1124,0,0,1,0,3,1,5,1,0,0,N,0,36,2006,93000
1181,NA,11170,1990,1991,1216,1298,1216,2514,0,0,2,1,4,1,8,0,2,693,Y,0,0,2006,250000
1182,64,5587,2008,2008,1600,1652,0,1652,1,1,2,0,2,1,5,1,2,482,Y,162,53,2008,392500
1183,160,15623,1996,1996,2396,2411,2065,4476,1,0,3,1,4,1,10,2,3,813,Y,171,78,2007,745000
1184,60,10800,1920,1950,1120,1130,0,1130,1,0,1,0,2,1,5,1,2,720,Y,229,0,2006,120000
1185,50,35133,1963,1963,1572,1572,0,1572,1,0,1,1,3,1,5,2,3,995,Y,0,263,2007,186700
1186,60,9738,1924,1950,784,949,272,1221,1,0,1,0,4,1,7,0,1,392,Y,0,0,2006,104900
1187,107,10615,1900,1970,978,1014,685,1699,1,0,2,0,3,2,7,0,2,420,Y,0,74,2009,95000
1188,89,12461,1994,1995,1624,1624,0,1624,1,0,2,0,2,1,5,1,3,757,Y,0,114,2006,262000
1189,68,8935,2002,2002,831,831,829,1660,0,0,2,1,3,1,7,0,2,493,Y,144,68,2009,195000
1190,60,7500,1999,1999,994,1028,776,1804,0,0,2,1,3,1,7,1,2,442,Y,140,60,2010,189000
1191,NA,32463,1961,1975,1249,1622,0,1622,1,0,1,0,3,1,7,1,4,1356,Y,439,0,2007,168000
1192,24,2645,1999,2000,776,764,677,1441,0,0,2,1,2,1,5,0,2,492,Y,206,0,2007,174000
1193,60,9600,1925,1994,702,842,630,1472,0,0,1,0,3,1,6,0,1,250,P,0,0,2007,125000
1194,NA,4500,1999,1999,1224,1224,0,1224,1,0,2,0,2,1,5,0,2,402,Y,0,304,2009,165000
1195,80,9364,1969,1969,663,663,689,1352,0,0,1,1,4,1,7,0,1,299,Y,379,36,2010,158000
1196,51,8029,2005,2005,728,728,728,1456,0,0,2,1,3,1,8,0,2,400,Y,100,24,2008,176000
1197,58,14054,2006,2006,879,879,984,1863,0,0,2,1,4,1,9,1,3,660,Y,100,17,2006,219210
1198,65,8850,1916,1950,815,815,875,1690,0,0,1,0,3,1,7,1,1,225,Y,0,0,2006,144000
1199,70,9100,2001,2001,1212,1212,0,1212,0,0,2,0,3,1,6,0,2,573,Y,356,0,2009,178000
1200,75,11235,1963,1979,1051,1382,0,1382,0,0,1,1,3,1,6,1,2,459,Y,0,82,2006,148000
1201,71,9353,1970,1970,864,864,0,864,0,0,1,0,3,1,5,0,1,280,Y,0,0,2006,116050
1202,80,10400,1998,1998,866,866,913,1779,0,0,2,1,3,1,6,0,2,546,Y,198,36,2009,197900
1203,50,6000,1925,1997,884,884,464,1348,1,0,1,0,3,1,5,1,1,216,N,0,0,2009,117000
1204,75,9750,2000,2001,1630,1630,0,1630,0,0,2,0,3,1,6,1,2,451,Y,74,234,2009,213000
1205,78,10140,1975,1975,1056,1074,0,1074,1,0,1,1,3,1,6,0,2,495,Y,0,88,2006,153500
1206,90,14684,1990,1991,2158,2196,0,2196,0,0,2,0,3,1,7,1,3,701,Y,84,70,2009,271900
1207,NA,8900,1966,1966,1056,1056,0,1056,1,0,1,0,2,1,5,0,1,384,Y,0,42,2006,107000
1208,70,9135,2003,2003,1682,1700,0,1700,1,0,2,0,3,1,7,0,2,544,Y,192,23,2006,200000
1209,70,7763,1962,1980,931,1283,0,1283,1,0,1,0,3,1,6,0,2,506,Y,0,0,2008,140000
1210,85,10182,2006,2006,1660,1660,0,1660,1,0,2,0,3,1,8,1,2,500,Y,322,50,2006,290000
1211,70,11218,1992,1992,1055,1055,790,1845,0,0,2,1,3,1,8,1,2,462,Y,635,104,2010,189000
1212,152,12134,1988,2005,559,1080,672,1752,0,0,2,0,4,1,8,0,2,492,Y,325,12,2010,164000
1213,50,9340,1941,1950,672,672,0,672,1,0,1,0,2,1,4,0,1,234,N,0,113,2009,113000
1214,NA,10246,1965,2001,648,960,0,960,1,1,0,0,0,1,3,0,1,364,Y,88,0,2006,145000
1215,69,10205,1962,1962,925,999,0,999,1,0,1,0,3,1,6,0,1,300,Y,150,72,2006,134500
1216,99,7094,1966,1966,894,894,0,894,0,0,1,0,3,1,5,0,1,384,Y,0,0,2007,125000
1217,68,8930,1978,1978,0,1318,584,1902,0,0,2,0,4,2,8,0,2,539,Y,0,0,2010,112000
1218,72,8640,2009,2009,1300,1314,0,1314,1,0,2,0,3,1,6,0,2,552,Y,135,112,2009,229456
1219,52,6240,1947,1950,0,672,240,912,0,0,1,0,2,1,3,0,0,0,N,0,0,2006,80500
1220,21,1680,1971,1971,672,672,546,1218,0,0,1,1,3,1,7,0,0,0,N,201,0,2006,91500
1221,66,7800,1964,1964,912,912,0,912,0,0,1,0,2,1,5,0,1,288,Y,0,0,2006,115000
